movie_id,title,release_date,budget,revenue,genres,production_companies,production_countries,languages,popularity,runtime,vote_average,vote_count,poster_url
13359,Expelled: No Intelligence Allowed,2008-04-18,3500000.0,7700000.0,Documentary,Premise Media Corporation,United States of America,English,0.2556,90,3.731,65,https://image.tmdb.org/t/p/w500/fQgNm7DK6DxfBuSfhQSjtGZYALf.jpg
13360,Highlander: the Source,2007-09-15,13000000.0,213205.0,"Action, Fantasy, Adventure","Davis-Panzer Productions, Sequence Film, Lionsgate, Katana Productions, Mandala Productions, Highlander Productions, Grosvenor Park Productions, Lithuanian Film Studio","United Kingdom, Lithuania, United States of America",English,0.9147,86,4.0,212,https://image.tmdb.org/t/p/w500/1d0pKQuk6KUHaK5LL6ZNvSp6vS8.jpg
13362,Taxi to the Dark Side,2008-01-18,1000000.0,274661.0,Documentary,"Wider Film Projects, Jigsaw Productions",United Kingdom,English,0.5297,106,6.935,238,https://image.tmdb.org/t/p/w500/ttCOk1fQGvFJvPIJS7D8J2jOjpo.jpg
13369,Empire,2002-12-06,4000000.0,18591272.0,"Crime, Action, Drama","Universal Pictures, Bigel / Mailer Films, Arenas",United States of America,"English, Deutsch, Español",1.8364,99,6.0,107,https://image.tmdb.org/t/p/w500/m6XxaRLltWox4C9pykjUILrlGp9.jpg
13370,A Mighty Wind,2003-04-16,6000000.0,18750246.0,"Comedy, Music","Castle Rock Entertainment, Warner Bros. Pictures",United States of America,English,2.8775,92,6.709,251,https://image.tmdb.org/t/p/w500/5wUYwAD75BxtJ0Mp4da6XzHIFex.jpg
13371,Sex Lives of the Potato Men,2004-02-20,2295691.0,1593126.0,Comedy,"Devotion Films, UK Film Council",United Kingdom,English,0.3418,85,4.5,31,https://image.tmdb.org/t/p/w500/vpVrjh8r9KcrkgsgChFNQi3aZmX.jpg
13373,Millions,2004-04-29,7500000.0,11782282.0,"Comedy, Crime, Drama, Family","Pathé, BBC Film, Mission Pictures, Inside Track 2",United Kingdom,English,2.7901,98,6.411,397,https://image.tmdb.org/t/p/w500/rypaIocIovS3ICLKKakMvHDDQ0T.jpg
13374,Ice Princess,2005-03-17,25000000.0,27645491.0,"Family, Drama, Comedy","Walt Disney Pictures, Bridget Johnson Films, Skate Away Productions","United States of America, Canada",English,1.9472,98,6.406,914,https://image.tmdb.org/t/p/w500/oLWeyvu0ZJrpxDsRrzsMeaGzyZp.jpg
13387,Transporter 3,2008-11-26,30000000.0,109000000.0,"Action, Thriller, Crime","Grive Productions, EuropaCorp, TF1 Films Production, Quinta Communications, Current Entertainment, Canal+, Apipoulaï Prod, Lionsgate","France, United Kingdom","English, Український, Français, Pусский, Magyar",7.1841,103,6.148,3486,https://image.tmdb.org/t/p/w500/o4w9VF3GRZuXe9NHHvZ07pJespl.jpg
13389,Righteous Kill,2008-09-11,60000000.0,79498846.0,"Crime, Thriller, Mystery","Nu Image, Millennium Media, InVenture Entertainment, Emmett/Furla Films, Grosvenor Park Productions, Overture Films",United States of America,"English, Pусский, Español",3.4196,101,5.9,1279,https://image.tmdb.org/t/p/w500/uriFxRT3eIxGwoo4SgAeMHFfLu8.jpg
13403,Hedwig and the Angry Inch,2001-07-20,6000000.0,3660081.0,"Comedy, Music, Drama","New Line Cinema, Killer Films",United States of America,"English, Deutsch",1.649,95,7.417,397,https://image.tmdb.org/t/p/w500/jafIFAW8sHQkzWPGoMDR4892dFI.jpg
13405,The Children of Huang Shi,2008-04-03,40000000.0,7785317.0,"Drama, War","Australian Film Finance Corporation, Zero Fiction Film, Ming Productions, Bluewater Pictures, Cheerland Entertainment Organization, Hyde Park Entertainment, Rouge Entertainment Group, Sony Pictures Classics, MEDIA Programme of the European Union, Filmstiftung NRW, Australian Film Commission, Zero West Filmproduktion, Pictorion Pictures","Australia, China, Germany","日本語, 普通话, English",2.1838,125,6.7,160,https://image.tmdb.org/t/p/w500/qjmo26BnSimVjhCE97cH8VCtEUV.jpg
13408,The Wash,2001-11-14,7000000.0,10229331.0,"Action, Comedy","Lionsgate, Lithium Entertainment Group",United States of America,English,1.816,96,5.443,122,https://image.tmdb.org/t/p/w500/xb63VT8E4Q2RjLT7qnzvc5jRFAQ.jpg
13411,Malibu's Most Wanted,2003-04-10,15000000.0,34000000.0,"Comedy, Crime","Karz Entertainment, Big Ticket Productions, Warner Bros. Pictures",United States of America,English,2.4332,86,5.137,273,https://image.tmdb.org/t/p/w500/bjYuoz2S8S1AED5QIMvmAi21drc.jpg
13416,Friday Night Lights,2004-10-08,30000000.0,61255921.0,Drama,"Imagine Entertainment, Friday Night Lights, MDBF Filmgesellschaft mbH & Company KG, Universal Pictures",United States of America,"English, Deutsch",2.1356,118,6.906,592,https://image.tmdb.org/t/p/w500/8HIqpOgqShRc3TAleabnYispDl1.jpg
13433,Japanese Story,2003-08-30,5740000.0,4098613.0,"Drama, Romance","Fortissimo Films, Gecko Films, Australian Film Finance Corporation",Australia,"English, 日本語",1.7036,110,6.426,74,https://image.tmdb.org/t/p/w500/bgazOSULGJSF2DNnyfWkOWn74ei.jpg
13435,Antwone Fisher,2002-12-19,12500000.0,23400000.0,"Drama, History, Romance","Mundy Lane Entertainment, Fox Searchlight Pictures, 20th Century Fox",United States of America,"English, 日本語, Pусский, Español",1.4049,120,6.92,525,https://image.tmdb.org/t/p/w500/j9lCK1aFXqMO3hzhGiqCNU8coIX.jpg
13448,Angels & Demons,2009-04-20,150000000.0,485930816.0,"Thriller, Mystery","Columbia Pictures, Imagine Entertainment, Skylark Productions, Panorama Films, Brian Grazer Productions","Italy, United States of America","English, Italiano, Latin, Français, Deutsch, 普通话",9.697,139,6.716,7037,https://image.tmdb.org/t/p/w500/tFZQAuulEOtFTp0gHbVdEXwGrYe.jpg
13455,Push,2009-02-04,38000000.0,49678401.0,"Science Fiction, Action, Adventure, Thriller","Summit Entertainment, Icon Productions, Infinity Features","United States of America, Canada",English,4.8592,111,6.1,2326,https://image.tmdb.org/t/p/w500/fHStfRjQGstuqtUz4Q22lbFU58M.jpg
13460,Doomsday,2008-03-14,30000000.0,22472631.0,"Action, Thriller, Science Fiction","Rogue Pictures, Intrepid Pictures, Crystal Sky Pictures, Scion Films, Moonlighting Films, Internationale Filmproduktion Blackbird Dritte","Germany, United Kingdom, United States of America, South Africa",English,4.5734,108,5.955,1328,https://image.tmdb.org/t/p/w500/hD876z8Zb6ztGtVd3q3WbNq1iy9.jpg
13466,October Sky,1999-02-19,25000000.0,34698685.0,"Drama, Family",Universal Pictures,United States of America,English,3.4164,108,7.67,1314,https://image.tmdb.org/t/p/w500/1weUnrWqESWoLzMgSs64jd4GEwY.jpg
13474,P2,2007-11-09,3500000.0,7766240.0,"Horror, Thriller",Summit Entertainment,United States of America,English,3.1331,98,6.244,876,https://image.tmdb.org/t/p/w500/3mTtQSKoFNyvhbcqBUJl8tPRqMz.jpg
13475,Star Trek,2009-05-06,150000000.0,386839614.0,"Science Fiction, Action, Adventure","Paramount Pictures, Spyglass Entertainment, Bad Robot","Germany, United States of America",English,11.0613,127,7.427,10126,https://image.tmdb.org/t/p/w500/lV5OpzAss1z06YNagOVap1I35mH.jpg
13476,Win a Date with Tad Hamilton!,2004-01-23,17000000.0,16980098.0,"Comedy, Romance",DreamWorks Pictures,United States of America,English,1.4002,95,5.7,500,https://image.tmdb.org/t/p/w500/uVY9qtDib6rHEqSWsC8iek68u4C.jpg
13477,When in Rome,2010-01-29,55000000.0,43042835.0,"Comedy, Fantasy, Romance","Krasnoff / Foster Entertainment, Touchstone Pictures",United States of America,"English, Italiano",2.4362,91,5.952,1233,https://image.tmdb.org/t/p/w500/pteIGpJpgh2aUh3jMqZnomB1rw1.jpg
13482,The Milagro Beanfield War,1988-03-18,22000000.0,14000000.0,"Comedy, Drama, Fantasy",Universal Pictures,United States of America,"English, Español",1.7721,117,6.447,86,https://image.tmdb.org/t/p/w500/rVLZuiNfKua7C2x3rGUiAR8wGEc.jpg
13483,Awake,2007-11-28,86000000.0,14373825.0,"Thriller, Crime, Mystery","The Weinstein Company, Open City Films, GreeneStreet Films",United States of America,"日本語, English",3.1853,84,6.5,1416,https://image.tmdb.org/t/p/w500/jIPIxaBcppLLkygko7tV5yuTIs1.jpg
13484,The Foot Fist Way,2006-06-24,79000.0,245000.0,Comedy,"Gary Sanchez Productions, MTV Films, You Know I Can't Kiss You, Paramount Vantage",United States of America,English,0.8967,83,5.772,138,https://image.tmdb.org/t/p/w500/jyrlFaRWrjf3FUfLDzS9JpNGHzm.jpg
13490,Welcome Home Roscoe Jenkins,2008-02-08,35000000.0,43650785.0,"Comedy, Drama, Family","Spyglass Entertainment, Universal Pictures",United States of America,English,1.6949,114,6.0,295,https://image.tmdb.org/t/p/w500/1VzS2bkQHVcIxSeBJifOx65oxHK.jpg
13493,College Road Trip,2008-03-07,25000000.0,51549674.0,"Comedy, Family, Action, Adventure","Walt Disney Pictures, Gunn Films",United States of America,English,5.0059,83,5.452,394,https://image.tmdb.org/t/p/w500/8kcBMzhqW2eo058SmIKvbTbakYr.jpg
13495,Captain Alatriste: the Spanish Musketeer,2006-09-01,24000000.0,23321954.0,Action,"Estudios Picasso, NBC Universal Global Networks, Origen Producciones Cinematograficas, 20th Century Fox",Spain,Español,1.4343,145,5.822,236,https://image.tmdb.org/t/p/w500/hQ4b8dXp0uCqslHm0jOvjw4BNUe.jpg
13496,American Outlaws,2001-08-17,35000000.0,13678913.0,"Western, Action",Morgan Creek,United States of America,English,2.7156,94,5.989,263,https://image.tmdb.org/t/p/w500/ov9PIn56yrwvrwOfvVTKplmV0S6.jpg
13497,Drumline,2002-12-13,20000000.0,57600000.0,"Drama, Romance, Comedy, Music",Fox 2000 Pictures,United States of America,English,5.02,118,6.864,531,https://image.tmdb.org/t/p/w500/zl7gdxYqKdFCioPT3DAkZR5DDUP.jpg
13498,Man of the House,2005-02-25,40000000.0,21577624.0,"Comedy, Action","Bel Air Entertainment, Revolution Studios, Columbia Pictures",United States of America,English,2.2649,100,5.77,476,https://image.tmdb.org/t/p/w500/anBhlqCABytNvybE2Xr3tvsCOTp.jpg
13499,"Yours, Mine & Ours",2005-11-23,45000000.0,72028752.0,"Comedy, Family, Romance","Paramount Pictures, Metro-Goldwyn-Mayer, Columbia Pictures, Nickelodeon Movies, Robert Simonds Productions",United States of America,English,16.4119,90,6.2,854,https://image.tmdb.org/t/p/w500/1SfsoUYXRRrfL31br8q4DlTYvKK.jpg
13501,The Good Night,2007-01-25,15000000.0,508084.0,"Comedy, Drama, Romance, Fantasy, Music","Destination Films, Tempesta Films, Inferno Distribution, MHF Zweite Academy Film, Arcade Films, Grosvenor Park Productions","Germany, United Kingdom, United States of America","English, Italiano",0.9893,93,5.3,133,https://image.tmdb.org/t/p/w500/74TDF1OMKOkTonAUbtbsJOdqtVy.jpg
13503,Texas Rangers,2001-11-30,38000000.0,763740.0,"Western, Action, Adventure, Drama, Thriller",Dimension Films,United States of America,English,1.7616,90,6.0,115,https://image.tmdb.org/t/p/w500/69tMHlxiCYlYKGZm1aPH1u7hY88.jpg
13506,Admiral,2008-06-06,2000000.0,38135878.0,"War, Drama","Dago Productions, Channel One, Cinema Directorate Studio, Sverdlovsk Film Studio",Russia,"Français, Pусский",2.3201,123,6.3,154,https://image.tmdb.org/t/p/w500/8tZqS6ssVbTs7gow90jaUkvGWQV.jpg
13508,Who Killed the Electric Car?,2006-08-04,1000000.0,1678874.0,Documentary,"Plinyminor, Electric Entertainment, Papercut Films",United States of America,"English, Français, Magyar",0.8572,92,7.267,193,https://image.tmdb.org/t/p/w500/uMamC9o5zNU9wn8fyuAo2gUCMiD.jpg
13509,The Monster Squad,1987-08-14,12000000.0,3769990.0,"Comedy, Action, Fantasy","TriStar Pictures, Keith Barish Productions, Taft Entertainment Pictures, HBO",United States of America,"English, Deutsch, Português",3.1196,82,6.7,598,https://image.tmdb.org/t/p/w500/8EVuqCcqFzQvc7X8E3fx3w4B5Td.jpg
13510,Eden Lake,2008-09-12,12850990.0,3984669.0,"Horror, Thriller","Rollercoaster Films, Aramid Entertainment",United Kingdom,English,6.9949,91,6.831,1933,https://image.tmdb.org/t/p/w500/ldX6jqMf7OcMdGSyG7Uzi64a7ks.jpg
13515,Mirrors,2008-08-14,35000000.0,72400000.0,"Horror, Mystery","Regency Enterprises, New Regency Pictures, Luna Pictures, ASAF, Castel Film","Romania, United States of America",English,3.6033,111,6.291,1926,https://image.tmdb.org/t/p/w500/bt5a4ThyLpLTsia2e2ZTLzQjXO0.jpg
13523,Sex Drive,2008-10-16,19000000.0,18755936.0,"Comedy, Adventure, Romance","Summit Entertainment, Alloy Entertainment, Goldcrest",United States of America,English,3.0023,109,6.397,1408,https://image.tmdb.org/t/p/w500/aO4swvDjqW635lesjYbytrEhBsn.jpg
13524,Battle of the Bulge,1965-12-16,6500000.0,11118000.0,"Drama, History, War","Cinerama Productions, United States Pictures, Warner Bros. Pictures",United States of America,"English, Deutsch",1.4684,169,6.9,265,https://image.tmdb.org/t/p/w500/vNEw6H6St25991C0a8r6AQKTdqi.jpg
13526,The Weight of Water,2000-09-09,16000000.0,109130.0,"Mystery, Drama, Thriller","Palomar Pictures, Miracle Pictures, StudioCanal, Manifest Film Company","France, United States of America",English,1.9008,113,5.492,178,https://image.tmdb.org/t/p/w500/zkFW3Vgz6rAds4cvHBke8fryeZ4.jpg
13531,Empire Records,1995-09-22,10000000.0,303841.0,"Music, Comedy, Drama, Romance","Regency Enterprises, New Regency Pictures, Riche-Ludwig Productions",United States of America,English,3.6433,90,6.6,746,https://image.tmdb.org/t/p/w500/gQu0jeUNqVYICSHHJwT9k4Rcxz7.jpg
13532,Fanboys,2009-02-06,3900000.0,948753.0,"Adventure, Comedy, Crime, Drama","The Weinstein Company, Third Rail Releasing",United States of America,English,1.4959,90,6.139,853,https://image.tmdb.org/t/p/w500/fitksX4J3xfBjT38YgDUXOlBkHk.jpg
13536,City by the Sea,2002-09-06,40000000.0,22433915.0,"Crime, Drama, Mystery","Warner Bros. Pictures, Epsilon Motion Pictures, Franchise Pictures, Brad Grey Pictures, Sea Breeze Productions Inc.",United States of America,English,2.4863,108,5.777,366,https://image.tmdb.org/t/p/w500/vpjKtnE5SGTfmdw4YtJsnrfFJs0.jpg
13537,Shattered Glass,2003-11-14,6000000.0,2944752.0,"Drama, History","Cruise/Wagner Productions, Baumgarten Merims Productions, Forest Park Pictures","Canada, United States of America","English, Français, Magyar",1.5005,94,6.981,442,https://image.tmdb.org/t/p/w500/1KHHNkrf8t15sXXF9d9TGq1T9jv.jpg
13539,Here on Earth,2000-03-24,15000000.0,10873148.0,"Romance, Drama","Friendly Productions, Fox 2000 Pictures",United States of America,English,0.5768,96,5.841,186,https://image.tmdb.org/t/p/w500/shvubL3pIrCyEK22ZHrx00oNtCY.jpg
13550,The Changeling,1980-03-28,7600000.0,12000000.0,Horror,Chessman Park Productions,Canada,English,3.876,105,6.985,672,https://image.tmdb.org/t/p/w500/z4nTYj3JZ5jWAhDgrmEhW2GRAzb.jpg
13552,The Doom Generation,1995-10-20,800000.0,284785.0,"Comedy, Crime, Drama","Blurco, The Teen Angst Movie Company, Desperate Pictures, Why Not Productions, UGC","France, United States of America",English,2.5213,83,6.495,286,https://image.tmdb.org/t/p/w500/f2qIJm1bWqTycNUZMVxLBW1tN1w.jpg
13554,Eight Men Out,1988-09-02,6100000.0,5700000.0,"Drama, History","Orion Pictures, Sanford/Pillsbury Productions",United States of America,English,1.2675,120,6.905,253,https://image.tmdb.org/t/p/w500/9nh0w2C9h9KfJb0OsVg65O65b5s.jpg
13555,The Funhouse,1981-03-13,2000000.0,7886999.0,Horror,"Mace Neufeld Productions, Universal Pictures",United States of America,English,2.0422,96,5.9,405,https://image.tmdb.org/t/p/w500/wD4sFKDB9e5Sq3kfPhafCcYXdoS.jpg
13562,My Man Godfrey,1936-09-02,575375.0,684200.0,Comedy,Universal Pictures,United States of America,"English, Magyar",1.7189,95,7.5,367,https://image.tmdb.org/t/p/w500/wtfOW7fIxBZWY78rvUoPpWhMSiR.jpg
13567,Sleepaway Camp,1983-11-18,350000.0,11000000.0,Horror,"American Eagle, U.S. Films",United States of America,English,3.1501,84,6.306,735,https://image.tmdb.org/t/p/w500/sy2QoyiP58FhVSbyC8CQMPQ8lfn.jpg
13571,True Colors,1991-03-15,20000000.0,418807.0,Drama,Paramount Pictures,United States of America,English,1.7536,111,6.175,77,https://image.tmdb.org/t/p/w500/iRchyRu07YagzHv9bQ7Jfz1CsAc.jpg
13572,Twisted,2004-02-27,50000000.0,40954603.0,"Action, Adventure, Crime, Drama, Thriller","Harlequin Pictures, Paramount Pictures, Intertainment AG, Kopelson Entertainment, Blackout Productions Inc., Summit Entertainment","Germany, United States of America","Italiano, Español, English",2.0143,97,5.6,564,https://image.tmdb.org/t/p/w500/nfdfU9tYsEnjlFGoY2HabFMdHLi.jpg
13576,This Is It,2009-10-28,60000000.0,261200000.0,"Music, Documentary","Columbia Pictures, AEG Live, The Michael Jackson Company",United States of America,English,2.4776,111,7.192,941,https://image.tmdb.org/t/p/w500/8GvQzHFSqr9KhyVxLEpB5dXPOWG.jpg
13579,The Longshots,2008-08-22,23000000.0,11767866.0,"Drama, Family, Comedy","Cube Vision, Dimension Films",United States of America,English,1.1542,94,6.413,69,https://image.tmdb.org/t/p/w500/mrejNUR8giaAYIJkaLztELRrVXe.jpg
13595,Airheads,1994-08-05,15000000.0,5751882.0,"Comedy, Crime, Music","Robert Simonds Productions, Island World, 20th Century Fox",United States of America,English,3.2052,92,6.158,774,https://image.tmdb.org/t/p/w500/4xPG8pPMyeoec48gKWbbC85EC8j.jpg
13596,My Best Friend's Girl,2008-09-19,20000000.0,41624687.0,"Romance, Comedy","New Wave Entertainment, Lionsgate, Management 360, Terra Firma Films, Superfinger Entertainment",United States of America,English,1.5304,101,5.6,765,https://image.tmdb.org/t/p/w500/4Zn149rIsfIwBZZwIwuryRzVbon.jpg
13597,Labyrinth,1986-06-27,25000000.0,12729917.0,"Adventure, Family, Fantasy","TriStar Pictures, Delphi V, Henson Associates, Lucasfilm Ltd., Taurus Film, Nelson Entertainment","United Kingdom, United States of America",English,5.8618,102,7.271,2562,https://image.tmdb.org/t/p/w500/hbSdA1DmNA9IlfVoqJkIWYF2oYm.jpg
13600,City of Ember,2008-10-07,55000000.0,17869048.0,"Adventure, Family, Fantasy","Playtone, Walden Media",United States of America,English,8.2839,90,6.351,1797,https://image.tmdb.org/t/p/w500/xHYxFNsl8KuT4tHai8d1Y5gJI0F.jpg
13614,Katyn,2007-09-21,5600000.0,14768451.0,"Drama, History, War","Akson Studio, Telekomunikacja Polska, Telewizja Polska",Poland,"Український, Deutsch, Polski, Pусский",2.0355,122,6.737,251,https://image.tmdb.org/t/p/w500/vfRDVMb9MBNFCxXhXRxKCLUujfF.jpg
13634,One Way Passage,1932-10-04,350000.0,1108000.0,"Romance, Drama","Warner Bros. Pictures, The Vitaphone Corporation",United States of America,English,0.5643,68,7.3,61,https://image.tmdb.org/t/p/w500/c3FRmz3VTtvlmmNBJ7l8ILO0zzD.jpg
13635,Mesrine: Killer Instinct,2008-10-22,25000000.0,15000000.0,"Drama, Action, Thriller, Crime","Remstar Productions, Novo RPI, La Petite Reine","Canada, France, Italy","Français, Español, العربية, English",1.83,113,7.314,955,https://image.tmdb.org/t/p/w500/zCyuiyIhbhgEOZde81qTgXbO0pw.jpg
13637,Sukiyaki Western Django,2007-09-15,3800000.0,2725258.0,"Adventure, Action, Comedy, Western, Thriller","Sony Music Entertainment (Japan), dentsu, Sedic, Geneon Universal Entertainment, Shogakukan, Nagoya Broadcasting Network, TV Asahi, Tokyu Recreation, A-Team",Japan,日本語,1.3362,121,6.2,344,https://image.tmdb.org/t/p/w500/6GLjfl1Atsawd5Aq83Qc4fQ9W1T.jpg
13646,"Moscow, Belgium",2008-01-30,560000.0,1500000.0,"Romance, Drama, Comedy",A Private View,Belgium,Nederlands,0.7721,102,6.7,59,https://image.tmdb.org/t/p/w500/wsD91vZB893Nc0vWkhUwbgRv1MI.jpg
13665,Arthur,1981-07-17,7000000.0,95461682.0,"Comedy, Drama, Romance","Orion Pictures, Jack Rollins & Charles H. Joffe Productions",United States of America,English,2.2631,97,6.509,445,https://image.tmdb.org/t/p/w500/m8yOFRDVZPxtsr4D2hVdzls6q6t.jpg
13668,Catch and Release,2006-10-20,25000000.0,16162580.0,"Comedy, Drama, Romance","Relativity Media, Columbia Pictures",United States of America,English,1.7932,111,5.928,580,https://image.tmdb.org/t/p/w500/mcGvcb65JdftAHxyhxd2dxCPNOa.jpg
13669,Christmas in Connecticut,1945-07-27,864000.0,3000000.0,"Comedy, Romance",Warner Bros. Pictures,United States of America,"English, Deutsch",1.6908,102,6.9,159,https://image.tmdb.org/t/p/w500/oH1hM9wOZZflPZ5smKqWXvLXcyX.jpg
13671,The Music Man,1962-06-19,4240000.0,15000000.0,"Comedy, Family, Music, Romance",Warner Bros. Pictures,United States of America,English,4.0451,151,7.1,184,https://image.tmdb.org/t/p/w500/4yo6qaqVF1IThXMapo4yW9BRWjV.jpg
13672,Jcvd,2008-06-04,6000000.0,276891.0,"Drama, Action, Comedy, Crime","Gaumont, Samsa Film, Artémis Productions, Bankable, La SOFICA Cofinova 4, CinéCinéma, Film Fund Luxembourg, Cofinova 4, Canal+, RTBF","Belgium, France, Luxembourg","English, Français",2.6772,96,6.663,533,https://image.tmdb.org/t/p/w500/8fdLq1X9n770THGtGDx2e74ETvE.jpg
13680,The Game Plan,2007-09-28,22000000.0,147880543.0,"Comedy, Family","Monkey Dance Productions, Walt Disney Pictures, Mayhem Pictures",United States of America,English,5.465,110,6.505,2114,https://image.tmdb.org/t/p/w500/fcLFvIqCUrhY96mkSmr3okxaMEw.jpg
13681,Places in the Heart,1984-09-11,9500000.0,34901614.0,Drama,"TriStar Pictures, Delphi II Productions",United States of America,English,0.8862,111,7.218,174,https://image.tmdb.org/t/p/w500/bmWg3uVn700inqOiadxeFTmiqmV.jpg
13682,Pooh's Heffalump Movie,2005-02-11,20000000.0,52900000.0,"Family, Animation, Comedy, Fantasy","DisneyToon Studios, Walt Disney Pictures",United States of America,English,2.6272,68,6.821,471,https://image.tmdb.org/t/p/w500/5kd5JqccroxOnC9sVMP5NtLrbkr.jpg
13685,Bottle Rocket,1996-02-21,7000000.0,1040879.0,"Comedy, Crime, Drama","Gracie Films, Columbia Pictures, Boyle-Taylor Productions",United States of America,"Español, English",1.9176,91,6.694,1111,https://image.tmdb.org/t/p/w500/6E7mJ5wpzTFbYFbJvTzzZ8Til9C.jpg
13688,Cj7,2008-01-30,20000000.0,47301471.0,"Comedy, Drama, Family, Fantasy, Science Fiction","Star Overseas, Beijing Film Studio, China Film Group Corporation, Columbia Pictures",Hong Kong,广州话 / 廣州話,5.9952,88,7.318,746,https://image.tmdb.org/t/p/w500/sRzSfpSb3wYYshbaiMRIuFCJJGU.jpg
13691,Piglet's Big Movie,2003-03-16,46000000.0,62870546.0,"Animation, Family","Disney Television Animation, Walt Disney Pictures, DisneyToon Studios",United States of America,English,1.6836,79,6.7,381,https://image.tmdb.org/t/p/w500/cytspPjtacOInHroA6h2dIekDrp.jpg
13698,Gung Ho,1986-03-14,13000000.0,36611610.0,"Comedy, Drama",Paramount Pictures,United States of America,English,1.4001,111,6.0,206,https://image.tmdb.org/t/p/w500/sxnlQEb8dugTFK2KyFrq3iv3bHn.jpg
13700,Home on the Range,2004-04-02,110000000.0,145358062.0,"Animation, Family","Walt Disney Pictures, Walt Disney Feature Animation",United States of America,"普通话, English",5.2536,76,6.1,2094,https://image.tmdb.org/t/p/w500/9xIIo4FMquy5SRqn8hppyr2QadR.jpg
13702,A Dirty Shame,2004-09-24,15000000.0,1914166.0,"Comedy, Fantasy","Fine Line Features, This is that, Killer Films, John Wells Productions, City Lights Pictures",United States of America,English,2.5277,89,5.335,285,https://image.tmdb.org/t/p/w500/10QtswgtDo8IBfFHz4J6WAyVSbN.jpg
13703,Less Than Zero,1987-11-06,8000000.0,12396383.0,"Drama, Crime, Romance","Amercent Films, American Entertainment Partners L.P., 20th Century Fox",United States of America,"English, Deutsch, Español",1.2187,98,6.425,292,https://image.tmdb.org/t/p/w500/8pFMuyJJwJLqOJ3Ljq3M5BFGbTF.jpg
13715,At Close Range,1986-04-18,6500000.0,2347000.0,"Crime, Drama, Thriller","Hemdale Film Corporation, Cinema '85",United States of America,English,2.2175,111,6.9,282,https://image.tmdb.org/t/p/w500/bOkXqMmLowHBZY9lptWi3ljOXx4.jpg
13728,Locked Out,2006-04-05,6515167.0,3666789.0,Comedy,"Eskwad, Contre Prod., UGC Films, France 2 Cinéma, Caroline Films",France,Français,0.6958,78,6.2,158,https://image.tmdb.org/t/p/w500/6PgKhKkyXYh9WR36O2jYu7jFHkR.jpg
13751,Akeelah and the Bee,2006-04-28,8000000.0,18948425.0,Drama,"Lions Gate Films, 2929 Productions, Out of the Blue... Entertainment, Starbucks Entertainment, Cinema Gypsy Productions",United States of America,English,2.6912,112,7.076,340,https://image.tmdb.org/t/p/w500/tLejxaLJu8Qh5F2VKacWniMSZ3v.jpg
13763,Purple Rain,1984-07-27,7200000.0,68392977.0,"Drama, Music, Romance","Water, Purple Films, Warner Bros. Pictures",United States of America,English,2.2843,111,6.7,390,https://image.tmdb.org/t/p/w500/vkQmzaSuDj8QyXmwNhCceCAmwUe.jpg
13764,Santa Claus: the Movie,1985-10-29,50000000.0,23717291.0,"Family, Fantasy, Adventure","TriStar Pictures, Calash Corporation, GGG, Santa Claus Ltd.",United States of America,English,1.3918,108,6.3,269,https://image.tmdb.org/t/p/w500/tZvGQF2623FD0MZgvOy18J5d7x5.jpg
13765,Scrooge,1970-11-05,5000000.0,6000000.0,"Fantasy, Drama, Family","Cinema Center Films, Waterbury Films",United Kingdom,English,1.4396,113,6.819,149,https://image.tmdb.org/t/p/w500/eadjJGFdbZdhXSjtokmay7NjVHi.jpg
13766,Spacecamp,1986-06-06,18000000.0,9697739.0,"Family, Adventure, Science Fiction",ABC Motion Pictures,United States of America,English,1.3196,107,5.844,192,https://image.tmdb.org/t/p/w500/oOPJ5leOsDKaGCD7DonN4szMZAU.jpg
13767,The Santa Clause 3: the Escape Clause,2006-11-02,12000000.0,84500122.0,"Comedy, Family, Adventure","Walt Disney Pictures, Boxing Cat Films, Outlaw Productions, Santa Frost Productions",United States of America,English,2.7807,97,5.546,1114,https://image.tmdb.org/t/p/w500/pvaWMSRzRwtcxyHKNLX6phiQp8d.jpg
13768,Tuck Everlasting,2002-10-11,15000000.0,19158074.0,"Drama, Family, Fantasy, Romance",Walt Disney Pictures,United States of America,"English, Français",4.7097,90,6.642,478,https://image.tmdb.org/t/p/w500/7gruGKQTfGWlsxdzocysET6eKT7.jpg
13776,Diner,1982-04-02,5000000.0,14100000.0,"Comedy, Drama","Metro-Goldwyn-Mayer, SLM Production Group",United States of America,English,1.1394,110,6.8,288,https://image.tmdb.org/t/p/w500/2vKIdZ6JkFIzcQeaHg3xtdvOyRO.jpg
13778,Dickie Roberts: Former Child Star,2003-09-04,17000000.0,23769505.0,Comedy,"Paramount Pictures, Happy Madison Productions",United States of America,English,1.1711,98,5.1,198,https://image.tmdb.org/t/p/w500/iOp2EavuxouJFo8xgcPfBKPxjUQ.jpg
13783,Breaker Morant,1980-06-11,1000000.0,8200000.0,"Drama, History, War",South Australian Film Corporation,Australia,"Afrikaans, English",2.0637,107,7.1,152,https://image.tmdb.org/t/p/w500/Nr46BDNjBtz3s0wRvm84eK3PXl.jpg
13787,Holy Smoke,1999-09-04,15000000.0,1765545.0,"Comedy, Drama",Jan Chapman Productions,"Australia, United States of America",English,2.1377,115,5.7,212,https://image.tmdb.org/t/p/w500/utBNYz1cX43SQKZFH1JmMZU34Dy.jpg
